CUENTA_USUARIO,ALIAS,DESTINATARIOS,CODIGO_INSTITUCION,TIPO_CUENTA,CUENTA,LIMITE_DE_OPERACION,Num_Operaciones,RFC_OBLIGATORIO,Email,TIPO_PERSONA
6169,geoffreymcguire,Barry Jones,40014,CLABE,014242428660983713,14500,50,MAME560728VTW,kimdeborah@example.net,FISICA
4907,maryjimenez,Nicholas Dixon,40021,CLABE,021989302194708338,65777,31,SMI211230K76,gthornton@example.net,MORAL
7913,deanna19,Michael Wright,40012,CLABE,012324742480867445,4272,29,ADA0111123L2,robbinsheidi@example.com,MORAL
4567,karlakidd,Courtney Yates,40002,CLABE,002414040386957034,41047,14,TUMC840802VDL,heather16@example.com,FISICA
6964,tonimaldonado,Courtney Duran,40012,CLABE,012290603434476790,86496,47,STO1402232UV,creyes@example.net,MORAL
9101,cynthiaowens,Judith Villarreal,40044,CLABE,044099041446012109,65517,21,PEHM340629SC6,joybenjamin@example.org,FISICA
7014,jamesmartinez,Suzanne Decker,40012,CLABE,012416743974511637,10535,36,REBJ400825KTC,sototeresa@example.com,FISICA
7039,jasonoliver,Tyler Gordon,40002,CLABE,002206983049916521,68357,23,EDW11052654Y,cwatson@example.org,MORAL
1803,melissa58,Vickie Hernandez,40012,CLABE,012643262395136831,26379,22,MOO170123FWG,christopher86@example.org,MORAL
1418,ericstein,Timothy Whitehead,40021,CLABE,021660725617700041,22987,19,JIM0509247KH,sandradavis@example.net,MORAL
2137,eric14,Jeffrey Ingram,40044,CLABE,044365860746926947,1918,6,HECD660730963,baxterdaniel@example.com,FISICA
1464,justinbaker,Richard White,40012,CLABE,012430967188226993,84153,36,HER050316MDW,daviscarlos@example.com,MORAL
1855,diazrachel,Kelly Watson,40014,CLABE,014182400446970404,10698,24,ROB080728SDE,hguerrero@example.com,MORAL
4179,kennethjones,Lauren Turner,40014,CLABE,014051042944943340,47535,6,JASB030808X4K,gloria53@example.org,FISICA
3318,nperkins,Amy Wilson,40014,CLABE,014878138117147210,15349,12,LOHJ751007CJU,garciamiranda@example.net,FISICA
6314,sheilacox,Nathan Baxter,40044,CLABE,044191657994713298,13227,29,GRJD420302RRB,kirkkaylee@example.com,FISICA
9721,taylor00,Leonard Burton,40014,CLABE,014058827673499431,28737,16,CAN09110782L,davidosborne@example.com,MORAL
6693,velasquezzachary,Jessica Harvey,40002,CLABE,002914089332724909,53224,3,HASM810330U0H,ggardner@example.org,FISICA
2176,tamara51,Willie Valenzuela,40002,CLABE,002153205401915696,82305,25,ALGK710915KVK,armstrongwendy@example.net,FISICA
1844,bpark,Lisa Pearson,40021,CLABE,021254542654455943,84493,30,HAEM990612LBZ,lisahayes@example.org,FISICA
4376,davidanderson,Stephanie Castro,40002,CLABE,002618020791386038,92187,35,VAS18012071N,rgreen@example.net,MORAL
1449,nancyholmes,Wendy Matthews,40002,CLABE,002165820587751912,83282,16,TUC0906228L8,deborahcarson@example.net,MORAL
1602,nicholas06,Holly House DDS,40021,CLABE,021835495235559312,74253,21,GIL0104254TK,wjensen@example.net,MORAL
1495,lpatel,Joanne Khan,40014,CLABE,014108171224705543,41364,31,DIA150617TVK,jameswinters@example.com,MORAL
7763,erickim,Michael Ellis,40021,CLABE,021963209045492348,49360,31,WAHJ631014BZP,hcontreras@example.org,FISICA
8594,nfaulkner,Jasmine Castro,40044,CLABE,044325475203366183,49794,40,GON06041245L,nmurphy@example.org,MORAL
2518,catherine10,John Howard,40014,CLABE,014759621637618262,20781,9,ROBK400214RNR,eddiesolis@example.com,FISICA
3111,lmcdonald,Christopher Jones,40044,CLABE,044055398071386823,56453,32,POKM531003GRL,pmartin@example.com,FISICA
7712,annehall,Kelly Reed,40014,CLABE,014645635666444281,7846,18,COVD720508R7Q,nealcrystal@example.com,FISICA
9415,kellysimpson,James Stanley,40044,CLABE,044311542572438173,68584,42,DASL600321S4W,amandahammond@example.org,FISICA
8233,ashleymaxwell,Kimberly Bishop,40021,CLABE,021135386600578472,92311,5,TRA2012087KV,warroyo@example.org,MORAL
3990,erik63,Matthew Porter,40014,CLABE,014177629997006099,97153,30,MOAS380519JQK,richarddavis@example.net,FISICA
9288,deborah55,Natalie Sanders,40021,CLABE,021273142651873038,92827,3,ROPJ710701AQP,changscott@example.org,FISICA
4736,zsmith,Susan Cox,40021,CLABE,021535110877437106,18458,4,MOL2310304F4,jacksoncourtney@example.net,MORAL
6943,vwoodard,Joshua Wright,40021,CLABE,021968400231015957,97063,6,NODJ561213JUG,nicolebanks@example.net,FISICA
4762,ascott,Michelle Crane,40014,CLABE,014525279693455985,90058,46,MOTG541118YFA,garnermatthew@example.org,FISICA
3624,leonardwarren,Kelsey Vaughn,40014,CLABE,014416064645660007,86520,27,JON231228MLA,smithcharles@example.org,MORAL
6205,christopher00,James Alexander,40012,CLABE,012825797758591207,74275,18,LUC020522QAT,pamelaflores@example.org,MORAL
7047,heather69,Peter Moore,40044,CLABE,044707877532136216,1316,10,LABC391223GG3,matthewclark@example.net,FISICA
7998,mcculloughcraig,Mark Thompson,40021,CLABE,021300020563646207,5856,49,POJC4108284Q5,zstone@example.net,FISICA
9094,nrodriguez,Carol Riley,40002,CLABE,002052141294039159,47407,8,MUSJ481222N7T,schmittkathleen@example.com,FISICA
7874,lduncan,Joshua Garcia DVM,40014,CLABE,014659082797974514,16550,2,WIL190801CU0,dennis15@example.org,MORAL
9065,sellerslisa,Monique Floyd,40021,CLABE,021897374226423874,55392,19,ROPD881111QW2,eortiz@example.org,FISICA
6610,justin97,Rick Williams,40021,CLABE,021341986326430973,16563,24,WIGS581026DCQ,lisajones@example.com,FISICA
1232,nicolemcbride,Stephen Fisher,40012,CLABE,012050172643693068,61484,33,NABJ5103278PU,johngarrett@example.org,FISICA
7549,john25,Kelly Singh,40044,CLABE,044191632986787105,45070,45,JAM090228O6E,mwalsh@example.org,MORAL
8890,clarkkyle,Richard Moreno,40014,CLABE,014439863800828251,92233,3,LEE050503LE9,davisfrank@example.org,MORAL
4516,michael46,Matthew Wolf,40044,CLABE,044115023822131544,62669,9,PAWA710601DFP,sbryant@example.net,FISICA
3952,megan69,Todd Smith,40021,CLABE,021362190557685473,26344,29,DAV110321IL2,tamara84@example.net,MORAL
2922,michele02,Jody Campbell,40012,CLABE,012775030765122255,59489,49,FAR140226A0Q,vegaandre@example.org,MORAL
5231,william14,Kendra Lane,40044,CLABE,044070137120662003,96358,47,GAR200123VBJ,reginaldmcguire@example.org,MORAL
5609,kristen16,Edward Mullins,40021,CLABE,021030410443338824,52831,38,MOR200405GEA,qparks@example.com,MORAL
8145,alyssa82,Dana Rogers,40044,CLABE,044329673835240973,80643,41,GON190820OEX,matthew42@example.com,MORAL
1926,halldylan,Michelle Williams,40021,CLABE,021276720193859940,12742,29,FER160415N6Q,earnold@example.org,MORAL
9575,vasquezmatthew,Andrew Shannon,40044,CLABE,044968802164947316,33044,4,REE120924UO7,vaguilar@example.com,MORAL
1961,mooremichael,Cynthia Lane,40044,CLABE,044729666323881610,95542,28,CAM080506H16,audreystewart@example.com,MORAL
4954,michaelshaw,John Andrade,40044,CLABE,044508568633383078,38442,37,BLPE781109CR2,showard@example.org,FISICA
8767,simonkenneth,Natalie Wright,40002,CLABE,002011592111729763,6909,12,EVSW480704BWM,carolynthomas@example.com,FISICA
5707,kevinanderson,Daniel Smith,40002,CLABE,002135174837177268,93525,43,WHVS750728TLK,karastokes@example.com,FISICA
6071,cathy93,Johnathan Thomas,40012,CLABE,012245987061266913,10370,5,KEL000611XQK,ewright@example.org,MORAL
2363,julielopez,Julie Smith,40014,CLABE,014910651852012349,71139,18,JOH020902V1C,owright@example.com,MORAL
6587,david52,Kristin Bradley,40012,CLABE,012772410919050481,66575,26,SMEE380327R10,mathewolson@example.net,FISICA
1646,perezangela,Carol Miles,40014,CLABE,014221270294458636,21977,18,WIDT700417MFE,shane28@example.com,FISICA
1760,john81,Christopher Robinson,40012,CLABE,012229474114852547,14695,27,CASA810903YBV,johnsonstephen@example.net,FISICA
5346,gabrielroman,Tiffany Rollins,40044,CLABE,044560836415893140,2901,1,ROB130104VMN,cunninghamdenise@example.org,MORAL
7744,spearskevin,Jeffrey Kemp,40014,CLABE,014751992086674755,32396,9,WEI1510085MD,xkelly@example.com,MORAL
1840,batesmary,Robin Edwards,40044,CLABE,044561438828972270,1080,20,COJR5612298LI,kellyfisher@example.net,FISICA
3831,cwashington,Rebekah Smith,40014,CLABE,014243273890965486,22997,10,FRI1709109V0,michaelmcdaniel@example.net,MORAL
1342,josephrandolph,Brittany Mitchell,40044,CLABE,044661673874202160,86363,45,ROD140915EXX,ctaylor@example.org,MORAL
5549,brittany79,Erin Vincent,40014,CLABE,014310868967723082,20521,2,BABK7208194MT,qevans@example.com,FISICA
3912,floresjohn,Brett Dunn,40012,CLABE,012458231766129884,1315,42,CLHR740521VJ8,ajacobson@example.com,FISICA
5796,katherine61,Lawrence Armstrong,40044,CLABE,044595450880217189,44982,2,MEN05041855B,jameschavez@example.com,MORAL
2005,joseclark,Joseph Grimes,40044,CLABE,044276061384150196,49628,42,COSL51050132S,bmiller@example.com,FISICA
5042,jgardner,Denise Burns,40021,CLABE,021509883101876248,19635,28,WIS06062680J,kennethhill@example.org,MORAL
5776,nclark,Heidi Crane,40002,CLABE,002454670994756517,63420,2,LEW2010274AT,wilsoneric@example.org,MORAL
6996,nchase,Marc Moore,40012,CLABE,012124460878617228,63659,46,BRO0306063VT,gabrielleedwards@example.net,MORAL
6070,burnssophia,Charles Cooper,40021,CLABE,021611677383429396,55799,22,PAWA420919MSL,escobaremily@example.net,FISICA
7594,leblancclinton,April Wise,40044,CLABE,044018210718745235,81339,3,DADT781227OIX,udodson@example.net,FISICA
8950,sarahsmith,Heather Jones,40021,CLABE,021022644722411877,48479,1,CRLA601112Y5T,glennsmith@example.net,FISICA
4558,elizabeth33,Angel Russell,40044,CLABE,044284448900060597,62914,9,MAGT610616B8S,lindseyjamie@example.com,FISICA
4427,popewilliam,Joshua Horn,40012,CLABE,012995985102637717,95270,26,BRO230704WDZ,ojackson@example.com,MORAL
9499,evanstiffany,Jane Flynn,40021,CLABE,021080987305215969,19826,2,ZHFA631212HGT,lewiserin@example.net,FISICA
2524,sheilajones,Sarah Pham,40021,CLABE,021691834591108798,18013,23,JOH051111NXK,christopherjennings@example.com,MORAL
6546,jenniferowen,Alexis Villanueva,40002,CLABE,002047779444310270,41859,19,NGLJ600807DPV,rebecca78@example.com,FISICA
5701,chamberspatricia,Kara Oneill,40012,CLABE,012247972997385090,5123,48,GRSD770227XT4,jasminecarroll@example.net,FISICA
8712,hholmes,Kathleen Martin,40021,CLABE,021305448058439388,1073,20,MCI020705L4E,christiansmith@example.net,MORAL
7814,james21,Sarah Hess,40014,CLABE,014526122039394347,20784,7,MADS030707ZB1,mcruz@example.org,FISICA
3183,jeffrey98,Christopher Lester,40021,CLABE,021293974893264785,8390,6,JESM340104G4P,gbarnett@example.org,FISICA
5845,jessicadelgado,Taylor Williams,40044,CLABE,044494147632271235,34920,19,VAL050710UG6,lance15@example.net,MORAL
3651,robert83,Shawn Johns,40014,CLABE,014143752663386754,83293,50,PET0801309KI,rachelhogan@example.com,MORAL
4861,zwalker,Jose Watkins,40012,CLABE,012389259493524148,33579,15,DON01061416Y,amartinez@example.com,MORAL
5172,danielle20,Jose Bullock,40021,CLABE,021718758033804481,46249,13,WAS160702X2U,debranovak@example.com,MORAL
7427,cindy16,Wesley Ware,40044,CLABE,044629213833970252,97973,9,WAG221126M8Z,lindsay94@example.com,MORAL
3659,smithkelly,Dennis Herrera,40044,CLABE,044962920773740262,82877,22,MIKA76050616F,emarsh@example.net,FISICA
5336,elizabethgreen,Alison Flynn,40044,CLABE,044893255136935341,47072,23,SIL230901F0I,richardmarvin@example.net,MORAL
2343,tonya87,Dustin Anderson,40044,CLABE,044799312191523394,61033,36,WIL160908XRT,kelseyhopkins@example.com,MORAL
8556,barkeranthony,Joseph Stuart,40002,CLABE,002602691402023432,80640,33,RUS0405019NX,tonyamorris@example.com,MORAL
2218,cmccoy,Emily Rodriguez,40021,CLABE,021366848324110048,53111,49,NOR0606063MU,josephhawkins@example.com,MORAL
6522,patriciahicks,Christopher Cooper,40012,CLABE,012240239720698987,86166,44,HUWJ640908LQF,jwheeler@example.org,FISICA
6471,michael35,Joseph Johnson,40012,CLABE,012416591530834579,81167,29,JOLJ030525VW8,harrisanthony@example.com,FISICA
2468,stephaniemorgan,Cynthia Thomas,40002,CLABE,002070552238670283,32496,14,JUA011127AU4,harrellashley@example.net,MORAL
7027,bsmith,Brittany Short,40044,CLABE,044266959773813169,69877,44,LEW220116FFV,timothy62@example.com,MORAL
7454,jennifer70,Dawn Thomas,40014,CLABE,014947302996765525,86596,8,KEL22020747O,alexanderrobinson@example.org,MORAL
8676,esanchez,Jeffrey Alvarado,40014,CLABE,014563914027711819,63675,20,WEA030225YIY,renee36@example.net,MORAL
5505,cmartin,Amanda Johnston MD,40014,CLABE,014847776667627051,49252,14,BAOS72111537M,annettedaniel@example.com,FISICA
7510,rosalesyesenia,Jeffrey Alexander,40044,CLABE,044007550522440544,20495,35,THNC990619T4I,michael36@example.org,FISICA
8752,benitezdaniel,Casey Moore,40021,CLABE,021268867734857651,80874,16,WIL170320H8A,deborahroberts@example.com,MORAL
1118,bradylouis,Marcus Barr,40044,CLABE,044778625586495702,22185,6,MCPA590322AIW,andreasanchez@example.org,FISICA
3180,lbrown,Troy Young,40012,CLABE,012708692451002023,94335,2,MAPM38110980E,joshua80@example.com,FISICA
3025,connienorris,Austin Hart,40044,CLABE,044589324608298817,7674,30,GRA120809R9Y,mendozabrandon@example.net,MORAL
2150,pamela95,Chris Conrad,40014,CLABE,014464294330957511,28345,23,DAN090304SZ0,jwhite@example.com,MORAL
5610,james62,Kimberly Mullins,40021,CLABE,021980111703297842,83189,34,WHAJ621027ZQE,racheljones@example.com,FISICA
5308,stewartanthony,Jade Simmons,40012,CLABE,012877509961151119,5725,9,EVE151229NI6,tina89@example.com,MORAL
4673,warnerjohn,Virginia Anderson,40021,CLABE,021535071420978391,19589,30,BRBA690409595,carl80@example.com,FISICA
3451,cjohnson,Wayne Cooper,40021,CLABE,021192102066575878,79425,10,YOD131111LOU,jesselopez@example.com,MORAL
3728,petermcdonald,Michelle Stone,40044,CLABE,044977745373475350,37661,19,HAMO3908050WZ,kristen44@example.org,FISICA
6600,david93,Scott Walker,40002,CLABE,002375120831956909,61099,43,HAR1903132ER,nealruben@example.net,MORAL
5033,hharris,Debra Scott,40021,CLABE,021530769041249781,34795,1,KEN1211124OX,edwardsshelley@example.com,MORAL
5598,julia39,Arthur Williams,40021,CLABE,021474061956990390,93029,33,MUHA920413C7Z,jacksonsean@example.org,FISICA
8625,nichole52,Tammy Wood,40021,CLABE,021281559821513660,20853,9,ROB140729VZV,hector72@example.com,MORAL
5956,christopherwalls,Latoya Brooks,40021,CLABE,021910746373749251,45733,24,COL211014RZN,cindycowan@example.com,MORAL
8360,lisa95,Matthew Winters,40044,CLABE,044197424251099390,56334,36,RUS140306PNR,lydia85@example.com,MORAL
4995,jonathanfrederick,Sarah Fisher,40012,CLABE,012066389218931140,36851,8,WAG220316PSU,tyoung@example.com,MORAL
9272,bradley22,Stephanie Valencia,40044,CLABE,044592288126300859,4214,11,FIT240809MGZ,rebecca03@example.org,MORAL
6826,elizabeth27,Anthony Villarreal,40014,CLABE,014334759828993132,47307,21,ALBB9410036KM,jerrycrawford@example.org,FISICA
6193,kathrynsmith,Brandi Sanchez,40044,CLABE,044048432095016208,6389,5,RIV150610KZD,nashryan@example.com,MORAL
4331,donald56,Steven Jones,40044,CLABE,044373758931943452,18987,35,JAC140113DRO,shane06@example.org,MORAL
7546,ehunter,Kimberly Frost,40014,CLABE,014794647495072263,80031,50,LOP180613CQC,lwilliams@example.org,MORAL
8270,seansanchez,Gloria Cooke,40021,CLABE,021479690689726408,42318,42,MOLN730307EQ2,carrolljason@example.org,FISICA
8470,charles60,Neil Martin,40014,CLABE,014877223011785609,89108,8,TARM621006OYD,chungmary@example.org,FISICA
2523,racosta,William Gibson,40002,CLABE,002127973858720685,51140,31,RIC170325SU9,melissaodom@example.com,MORAL
9617,nashjames,Christina Armstrong,40044,CLABE,044712002804787222,68206,40,MAR040419WD4,michaelchandler@example.net,MORAL
3322,bnguyen,Kevin Flores,40044,CLABE,044917451172606917,94525,15,RAVH5910258GQ,curtisjacob@example.org,FISICA
2510,nicholsanthony,Clarence French,40012,CLABE,012706431228063782,6921,4,BAHL3902032ZF,kaitlinwilson@example.net,FISICA
1421,ashleyromero,Mark Thompson,40002,CLABE,002882394779484940,56627,23,CRSD700218SD5,christopherbarnett@example.com,FISICA
3749,ericajackson,David Rhodes,40044,CLABE,044541756303783646,27719,17,BOW090526DKJ,jacksonnichole@example.com,MORAL
9485,edward82,Chris Camacho,40012,CLABE,012722553861996100,1189,39,STNP770710ZIO,matthew98@example.org,FISICA
7563,frobinson,Whitney Kim,40002,CLABE,002401612208593309,25737,29,DISS3607046HV,ambergreene@example.com,FISICA
4503,ispears,Barbara Barron,40002,CLABE,002268422887172153,66818,31,OWE020914A61,emilygonzalez@example.org,MORAL
7399,wendy88,Jessica Parks,40002,CLABE,002341906980564883,20357,29,CAR1111163NT,patrickclark@example.org,MORAL
6790,aweber,Maria Richardson,40021,CLABE,021955658997330614,6205,31,GUCA640903EKP,jennifer66@example.net,FISICA
6832,yle,Christopher Taylor,40014,CLABE,014950460089173879,84051,11,COL231227Q1C,dennis17@example.org,MORAL
9496,jcox,Christine Martinez,40044,CLABE,044900308018010547,69811,45,GRI1504082JD,troy96@example.com,MORAL
3289,njackson,Bryan Smith,40002,CLABE,002032888401102067,16519,50,GODS581002EW0,melody89@example.com,FISICA
3342,rachel16,John Shaw,40021,CLABE,021951795663997196,89806,32,DIYJ9703166TE,kennedyjessica@example.org,FISICA
7627,egreen,Kristina Shaw,40021,CLABE,021874716967923600,77766,30,ROHA730920D4A,buckthomas@example.org,FISICA
4994,bryan09,Lisa Cook,40012,CLABE,012609837603282492,48275,31,HARB471117SYA,jonathancollins@example.com,FISICA
4783,charles72,Gabrielle West,40012,CLABE,012565679545640890,8934,45,GRI0904225MG,thompsonbenjamin@example.net,MORAL
7600,davidsonkaren,Sandra Reeves,40012,CLABE,012759404163369902,1624,21,BAFA790430D2W,tiffanylogan@example.com,FISICA
5029,davidmorris,Margaret Garcia,40014,CLABE,014598480489052518,40396,5,PANP840417HJW,jenniferhorton@example.com,FISICA
4068,stevenscott,William Taylor,40014,CLABE,014653119668122786,62828,17,MOO0502025X5,frank05@example.com,MORAL
7441,shawnlarsen,Ronald Anderson,40012,CLABE,012896456129302946,23234,39,SEHP470618EN2,cookmichelle@example.net,FISICA
9274,ryan05,Joseph Smith,40012,CLABE,012252084604166332,2227,46,AUS09112594V,vlewis@example.net,MORAL
2535,lopezrebecca,Christine Hernandez,40044,CLABE,044258989886046606,68270,27,WIL101206LWI,oorr@example.org,MORAL
6859,martinlopez,Christopher Rivera,40014,CLABE,014243740499288334,9875,25,MYE070315T2X,amandacampos@example.org,MORAL
6988,cardenaswanda,Joseph Gross,40014,CLABE,014612924069752625,85730,3,BAPM57123002D,julie61@example.com,FISICA
2222,fholloway,Michelle Hicks,40021,CLABE,021428866361876841,77839,46,ELL120427K0T,amber25@example.org,MORAL
8271,tdavis,Laura Davis,40014,CLABE,014969466436910571,92627,49,GAMJ500204TJ4,andrew22@example.net,FISICA
1451,jenningsjoseph,Brian Johnson,40012,CLABE,012226396501585685,95027,43,BRSK941016WXX,angelahernandez@example.net,FISICA
1862,erin93,Adam Miller,40012,CLABE,012911920351076185,81461,19,WEB100127N25,nicholsonchelsea@example.org,MORAL
2883,shieldsrobert,Jillian Cannon,40014,CLABE,014333365219099183,3507,11,ROWA950514NAC,williamsmartha@example.net,FISICA
4076,millermatthew,Laura Holland,40002,CLABE,002396828245321700,92322,21,BAN011108DRU,johnhall@example.com,MORAL
2430,craigjames,Christine Jones,40044,CLABE,044710934161744633,63214,36,MIL171207HRD,austinedwards@example.com,MORAL
7377,stephaniebarajas,Laura Wise,40014,CLABE,014297363979946113,36345,19,DEA0602109FP,hbarrett@example.net,MORAL
9090,gordonanthony,Kimberly Reese,40014,CLABE,014437937003011400,33717,42,MCSD450814PIB,kylewelch@example.com,FISICA
1437,gmata,Kimberly Norman,40021,CLABE,021878413396612722,2430,37,ARM24100403I,ljones@example.com,MORAL
4515,thomasfreeman,Emily Wilson,40021,CLABE,021451262037596505,85809,11,COSW010222A2M,kimberlyrush@example.org,FISICA
3402,rosaleschristopher,Alexis Jackson,40021,CLABE,021468311684796193,70935,10,LAM1307158EN,rachael60@example.com,MORAL
8617,leecesar,Jason Gallagher,40002,CLABE,002977072372734429,12777,31,MAMR711029NGU,poolekrista@example.net,FISICA
7126,mandy86,Emma Gibson,40012,CLABE,012477400346714065,51783,9,WIL200121OPL,sawyeralexandria@example.com,MORAL
3439,jramirez,Eric Sherman,40044,CLABE,044099939201965871,90019,20,WIMS030915DN6,brooksjames@example.org,FISICA
7714,bscott,Monica Hill,40012,CLABE,012383379944038340,12719,34,BUWJ830327SI9,uwinters@example.org,FISICA
9771,bakermichelle,Justin Gutierrez,40021,CLABE,021930573830797702,4525,27,RAM04082524I,joshuakey@example.com,MORAL
3512,ashleywall,Andrew Boyle,40044,CLABE,044772262140072289,43458,38,MIL230829I22,campbellheather@example.net,MORAL
1625,burtonmeredith,John Schmidt,40012,CLABE,012494244531511271,80812,39,BRO2006010HZ,tracy78@example.net,MORAL
4349,mark90,April Hampton,40014,CLABE,014033476946258118,60052,3,JETJ51072436B,skelly@example.com,FISICA
7859,jacquelinesutton,Amy Howard,40012,CLABE,012142429581760120,9841,14,RODR421204MX3,leacheric@example.com,FISICA
3648,thomasdouglas,Clifford Allen,40002,CLABE,002032943980510237,67178,13,WES2112243UC,jameschavez@example.net,MORAL
6866,ashleywallace,Renee Barnes,40021,CLABE,021726849816871504,79556,28,GUSM960128R5U,kristensmith@example.net,FISICA
4798,rsmith,Joshua Nunez,40044,CLABE,044976616308966331,47810,7,MIGR471224MDR,kennethwilliams@example.org,FISICA
4204,gina38,Megan Foster,40014,CLABE,014481916960674940,62281,30,SARM931114PF2,rachel45@example.net,FISICA
8344,hfletcher,Dr. Leslie Rose,40002,CLABE,002486421445279522,68292,3,BLA1805268SA,jasontownsend@example.com,MORAL
3584,craig27,Nathan Harris,40002,CLABE,002214019072692716,36454,50,STHM010618OH1,lindaperkins@example.net,FISICA
4640,fowlerdavid,Joshua Mullins,40044,CLABE,044961408413349054,87537,1,STU02030612X,elizabeth89@example.net,MORAL
7505,lance31,Karina Walker,40012,CLABE,012778780563956906,27848,38,MUL1605242KM,reginaharrison@example.org,MORAL
4043,hardingraymond,Jordan Perry,40014,CLABE,014793190988813439,80184,44,FLO2409217KJ,jessica42@example.com,MORAL
4682,mario92,Denise Castillo,40044,CLABE,044450945547489985,89446,27,GAR220710GP1,derrickortiz@example.net,MORAL
9051,james48,Susan Peterson,40014,CLABE,014306178075479165,35644,8,GAGJ66080931Y,brownjames@example.org,FISICA
4576,meagangray,Kari Valenzuela,40021,CLABE,021033159938059112,98107,9,SUL120331CQE,peter85@example.com,MORAL
1703,michaelpope,Nichole Morrison,40002,CLABE,002781983711509661,88973,21,CRU010101C06,wallsjames@example.com,MORAL
8857,owensanna,Natalie Harrington,40002,CLABE,002296332605262642,14234,9,GUE100823GYX,nicolejohnson@example.net,MORAL
5817,joel65,Shannon Martinez,40014,CLABE,014583177368168510,12785,5,COL230807GRO,jeffery02@example.com,MORAL
2856,jonjones,Sheena Brown,40014,CLABE,014965529174680079,38594,10,MILE750915D1B,melindajohnson@example.net,FISICA
7083,amanda33,Suzanne Willis,40002,CLABE,002490066083659463,7257,18,LOP041116FQB,lisaduncan@example.org,MORAL
4630,thouse,Keith Page,40002,CLABE,002921535268831967,22676,34,ROJJ720803Y6G,smithjulie@example.com,FISICA
9629,bushdawn,Gabrielle Ewing,40002,CLABE,002999627234884063,98712,12,SLO130826MU7,robin30@example.com,MORAL
1609,lewisjenna,Monica Hamilton,40012,CLABE,012890938823809847,41510,28,MCFR450724JZ2,kevin18@example.com,FISICA
8924,sandersgavin,Nathan Morris,40014,CLABE,014506388121949787,53286,44,MIL150330JZJ,mcarr@example.net,MORAL
9284,terrisutton,Robert King,40014,CLABE,014989766645715766,2779,38,KICA0006235MZ,nataliewalker@example.com,FISICA
2160,bstevens,Laura Jackson,40002,CLABE,002916350573385466,6469,29,STOY921025ILE,candace00@example.net,FISICA
2220,dustingibbs,William Jenkins,40021,CLABE,021303634155108302,28213,36,LAHA560219AVR,gallowayjennifer@example.com,FISICA
3914,calvin33,Natalie Alvarez,40044,CLABE,044766580421271471,9947,30,LOP001231APO,kyleoconnor@example.net,MORAL
8515,morrisondominic,Natalie Hughes,40002,CLABE,002624218700817764,45372,43,CRHJ601229EWB,jamesking@example.net,FISICA
8811,holly88,Paul Ramirez,40012,CLABE,012957652442302552,54130,49,JON060709S98,adam99@example.org,MORAL
2003,annette94,Katherine Porter,40044,CLABE,044990652108070281,40110,23,SIWK861227E0E,laura61@example.org,FISICA
4005,browntiffany,Kristin Smith,40044,CLABE,044776720771212556,87873,20,MIRW750705JUD,hallglenn@example.com,FISICA
6416,shawn37,George Moon,40044,CLABE,044287852448061521,55700,20,GAR180612O2I,brucephilip@example.org,MORAL
2394,ypierce,Nancy Williams,40021,CLABE,021329418416620654,89898,37,STE070228G5H,carly72@example.net,MORAL
1069,clarkjesse,Sarah Deleon,40021,CLABE,021535460312340695,21253,46,TATL010825RKT,ginawells@example.com,FISICA
8831,christinejackson,Shannon Rodriguez,40044,CLABE,044058356785908546,15652,46,HATT421219JJT,justinthompson@example.org,FISICA
1029,david79,Andre Anderson,40012,CLABE,012674195821494887,79738,40,CAS170731QG8,williammaldonado@example.com,MORAL
2621,john42,Lauren Williams,40002,CLABE,002166981930283355,82742,16,SIM090212TJZ,paulaescobar@example.net,MORAL
5961,johnsonrobert,Matthew Olson,40014,CLABE,014337742248698091,43070,45,DIRK890822UIR,ryangriffin@example.org,FISICA
6837,lrichmond,John Robertson,40014,CLABE,014150395105903841,63835,22,NOGM690207RXJ,allenrodgers@example.org,FISICA
4992,dschultz,Ryan Castillo,40002,CLABE,002649077560802486,21817,8,PAL0510305C1,michael97@example.net,MORAL
1674,fbowers,Laura Dean,40021,CLABE,021143098582890162,84087,17,CAR120504JIL,butlerrhonda@example.com,MORAL
1366,lirichard,Martin Ray,40021,CLABE,021565139353687207,22823,3,NGU070204L4V,westsonya@example.org,MORAL
5757,kmcgee,Renee Montoya,40002,CLABE,002852053383729089,2601,29,MIDJ350829O54,hubbardamanda@example.com,FISICA
8355,cwhite,Katie Colon MD,40012,CLABE,012161834606482107,62515,36,MAAJ770108LIC,ibradford@example.com,FISICA
7283,sryan,James Simmons,40044,CLABE,044620085726699453,26892,42,GRA2109236BP,browncharles@example.com,MORAL
9307,weaverlouis,Dustin Stephens,40044,CLABE,044114031355605280,36965,26,HOCA68111024U,meyersrebecca@example.com,FISICA
5259,deannaparsons,Matthew Coleman,40002,CLABE,002033792344645392,77607,49,WOO01082661H,torresashley@example.org,MORAL
8127,aguilarcurtis,Henry Ferguson,40002,CLABE,002573563048195934,49163,31,LEV050426TSY,rcallahan@example.com,MORAL
6319,james07,Kevin Reid,40012,CLABE,012970749923098877,51087,44,BRA0812069QL,christopherhansen@example.org,MORAL
2891,wjohnson,Kathleen Brown,40002,CLABE,002984579750297767,53137,50,MOND6807102TC,rreid@example.org,FISICA
8018,drewlong,Pamela Lopez,40044,CLABE,044867656335675587,69148,33,BAT190903H4P,wmurray@example.net,MORAL
